,topic,link,replies,views
21038,Weird thing happenin'.,/discuss/topic/293300/,2,115
25190,My Scrips Don't Work :/,/discuss/topic/266974/,4,115
15554,"Fade In, Fade Out",/discuss/topic/338046/,2,115
12120,"Trail follow the clone ""many""",/discuss/topic/366162/,8,115
14564,Sinking Sprite Issue,/discuss/topic/344370/,5,115
12047,Receiving User Input,/discuss/topic/366750/,3,115
24070,Music not playing in the background,/discuss/topic/275093/,1,115
16184,Script not working even though it should,/discuss/topic/325814/,4,115
19006,Can anyone explain this script?,/discuss/topic/305083/,5,115
32252,How to make a highscore with username,/discuss/topic/215201/,1,115
33027,"Help Guys, I need support!",/discuss/topic/210060/,3,115
25238,Shooting,/discuss/topic/266551/,2,115
34385,Identical scripts 1 works other doesn't what am i not seeing?,/discuss/topic/202837/,1,115
18329,A heart in Arrowland,/discuss/topic/313113/,1,115
22648,Classic Video Game,/discuss/topic/284102/,5,115
27156,Checking if a string is in another string!,/discuss/topic/246921/,2,115
18055,Width/Height change,/discuss/topic/315005/,4,115
35011,SORRY I ACCIDENTALLY DUPLICATED MY PROBLEM,/discuss/topic/199809/,0,115
13978,[CLOSED],/discuss/topic/347772/,3,115
34562,how do i make a remix?,/discuss/topic/201988/,2,115
37349,Help,/discuss/topic/187153/,1,115
16255,Script not working even though it should,/discuss/topic/325814/,4,115
24041,"Looking for helpers for my new tycoon, read below.",/discuss/topic/275350/,4,115
21384,LINUX Tool chain - Midi - convert from MID with Rosegarden to ScratchX (and 3.0),/discuss/topic/291208/,1,115
43916,Costume trouble,/discuss/topic/128196/,1,115
16664,0mod0,/discuss/topic/323425/,3,115
13818,moving key commands using (if key pressed) glitches and character does not stop moving when key released,/discuss/topic/348657/,3,115
23096,Help with making a sprite turning,/discuss/topic/281521/,0,115
23767,Following a sprite,/discuss/topic/277399/,2,115
12281,"i'm not sure if this belongs here, but i can't find a better topic soo...",/discuss/topic/361804/,7,115
10949,cantv tell what the problem is there just seems to be,/discuss/topic/373310/,4,114
17447,Hiding tiles that are not on the surface?,/discuss/topic/318703/,3,114
41430,Cloning,/discuss/topic/160154/,1,114
26379,Any one know much about scrolling games?,/discuss/topic/252144/,3,114
20699,help cloning (advanced),/discuss/topic/295500/,3,114
28487,PLEASE HELP!,/discuss/topic/237992/,3,114
16653,Q*bert not working that good...,/discuss/topic/323461/,0,114
17942,hacked blocks,/discuss/topic/315771/,3,114
34905,sound?,/discuss/topic/200367/,2,114
13501,Sensing Blocks Wont Work,/discuss/topic/350970/,2,114
18894,Trouble With Projectiles,/discuss/topic/305884/,1,114
28523,Spellingspel,/discuss/topic/237749/,2,114
21598,How To Make A Projectile Change In Space Shooter Type Game,/discuss/topic/290027/,1,114
18005,Multiple scripts running at one time.,/discuss/topic/315300/,3,114
21724,Dunno why my code isn't working,/discuss/topic/288772/,2,114
33686,Maze Game:),/discuss/topic/206075/,2,114
36776,Advanced Clones,/discuss/topic/190147/,1,114
34964,My sprites stop cloning after a while,/discuss/topic/200026/,2,114
19881,Item Storage,/discuss/topic/300126/,4,114
21553,Landing on Objects,/discuss/topic/290342/,1,114
11424,encryption,/discuss/topic/366477/,3,114
17487,Clones won't make a variable go up if variable is in action?,/discuss/topic/318718/,4,114
12549,need help with air hockey scripts,/discuss/topic/356975/,4,114
27657,Color Picker,/discuss/topic/243456/,2,114
30139,Multiplayer Testing (Solved),/discuss/topic/227952/,2,114
15406,Translate Help,/discuss/topic/338643/,7,114
21610,help with effects.,/discuss/topic/289930/,2,114
21764,2d engine sprite not moving properly,/discuss/topic/289038/,1,114
36970,how do you put names in cloud variables?,/discuss/topic/189213/,1,114
21808,Dunno why my code isn't working,/discuss/topic/288772/,2,114
19316,Problem with making the script up.,/discuss/topic/303211/,4,114
22775,POMOCY!!!,/discuss/topic/283532/,0,114
28078,Define block for attacks,/discuss/topic/240420/,1,114
22290,Variables,/discuss/topic/286116/,2,114
31924,Clone Firing,/discuss/topic/217328/,2,114
19298,Probleme telechargement,/discuss/topic/303278/,1,114
19622,I cant get the if touching sprite thing to work,/discuss/topic/301460/,3,114
31938,Help With Script!!,/discuss/topic/217249/,2,114
33921,HELP WITH A TEXT SYSTEM FOR POKEMON?,/discuss/topic/205090/,4,114
24296,How to display a variable in a variable?,/discuss/topic/273413/,1,114
28715,ennemie a deux vie,/discuss/topic/236769/,1,114
17338,My clones don't work,/discuss/topic/319709/,4,114
22689,Saving a drawing from a Scratch paint program,/discuss/topic/284029/,1,114
16226,THIS IS FOR ME PROFILE,/discuss/topic/323762/,6,114
43802,PLEASE HELP!,/discuss/topic/129526/,2,114
20514,Need help with Projectiles,/discuss/topic/296631/,1,114
15684,HELP i cant figure out why my game mechanic wont work,/discuss/topic/337386/,4,114
12112,the same code works for one stripe but not another...,/discuss/topic/365237/,2,114
11573,Cursed Code,/discuss/topic/369924/,3,114
41529,Help with data stuff,/discuss/topic/158702/,1,114
28256,I wanna do a Hadoken,/discuss/topic/239015/,2,114
35798,A Plat former problem,/discuss/topic/195396/,1,114
24212,How Do I Create A.....,/discuss/topic/274008/,8,114
15124,Broadcast and wait,/discuss/topic/341051/,2,114
43732,making shoot the cat,/discuss/topic/130532/,1,114
7172,How do I use cloud lists?,/discuss/topic/390811/,11,114
15338,Translate Help,/discuss/topic/338643/,7,114
38210,[Help],/discuss/topic/182122/,1,114
22592,Shop error,/discuss/topic/284473/,3,114
13414,"How to make two objects moving towards each other, return to its initial position",/discuss/topic/351458/,5,114
16030,題材聚集,/discuss/topic/329764/,1,114
28336,I wanna do a Hadoken,/discuss/topic/239015/,2,114
19290,Help With 3D,/discuss/topic/303339/,1,114
26274,how do you make a platformer without remixing peep?,/discuss/topic/252881/,1,114
14804,How do I make a sprite disappear when the timer equals 0?,/discuss/topic/343107/,3,114
29418,Platformer Wall jumping,/discuss/topic/232560/,1,114
27859,More problems with scripts,/discuss/topic/241653/,1,114
26191,how do you make a platformer without remixing peep?,/discuss/topic/252881/,1,114
20451,Need help with Projectiles,/discuss/topic/296631/,1,114
24893,FALLOUT 4,/discuss/topic/269273/,1,114
19607,[Help Wanted!] Ant-Mario Concept,/discuss/topic/301237/,3,114
26149,Cloning problems,/discuss/topic/253751/,3,114
15637,I'm working on a Site for my games. How Do I...,/discuss/topic/337591/,2,114
8011,Vanquish FilterBot!,/discuss/topic/387180/,5,114
26084,help,/discuss/topic/256293/,1,114
16001,how to have information about blocks?,/discuss/topic/330141/,6,114
24957,help with moving clones,/discuss/topic/268713/,1,114
14196,Need help with my game!,/discuss/topic/346227/,2,114
12893,Glitchy variables,/discuss/topic/354687/,5,114
32495,I will help anyone. - Strebicux,/discuss/topic/213299/,1,114
11532,How to make an AI for an Pokemon Battle,/discuss/topic/370121/,3,114
10118,Jump Script,/discuss/topic/369029/,3,114
25993,I need help with cloud saving.,/discuss/topic/257308/,4,114
37784,Making A Game In First Person,/discuss/topic/184625/,1,114
16332,translator,/discuss/topic/325373/,5,114
11722,I want to lock a list.,/discuss/topic/368456/,7,114
25918,I need help with cloud saving.,/discuss/topic/257308/,4,114
40786,How do I make it so the players can drag the sprite only up and down and not moving the sprite left and right?,/discuss/topic/167549/,3,114
37289,help!,/discuss/topic/187464/,4,114
31885,My broadcast message is not working anymore?,/discuss/topic/217507/,2,114
5776,Scrolling grid,/discuss/topic/398884/,14,114
2863,how do u add your project to scratch explore????,/discuss/topic/396442/,9,114
17909,My script repeats itself,/discuss/topic/315955/,1,114
12679,Splitting strings.,/discuss/topic/355988/,4,114
13692,Variable Help,/discuss/topic/349605/,4,114
30669,Problem with block colors.,/discuss/topic/224695/,2,114
11801,I want to lock a list.,/discuss/topic/368456/,7,114
21074,featuring,/discuss/topic/292575/,2,114
12928,3D sprite size issue!,/discuss/topic/354350/,2,114
18283,How do you make collision detection with wall jumping?,/discuss/topic/313544/,2,114
19573,I cant get the if touching sprite thing to work,/discuss/topic/301460/,3,114
35298,Game gets glitchy when the player is touching ceiling,/discuss/topic/198402/,2,114
24655,How do I separate a string into words?,/discuss/topic/270946/,3,114
27277,Does anyone know of a good guide for clones?,/discuss/topic/245714/,4,114
32346,Scripts to set new random values to variables not working,/discuss/topic/214457/,1,114
17511,If facing?,/discuss/topic/318296/,1,114
21363,Quest Tab Wont Open,/discuss/topic/291102/,5,114
12477,Pick Random Costume,/discuss/topic/357617/,6,114
19804,game not working,/discuss/topic/300590/,2,114
307,How do you make a Neural Network?,/discuss/topic/429331/,5,114
31336,Help with script,/discuss/topic/220743/,4,114
19071,Problem with Data slide bar,/discuss/topic/304590/,3,114
17024,Script/Project Help,/discuss/topic/321510/,3,114
41374,Cloud Variables,/discuss/topic/160970/,1,114
19754,game not working,/discuss/topic/300590/,2,114
6387,a suggestion box,/discuss/topic/395480/,7,114
23414,RIP post,/discuss/topic/279589/,2,114
14501,Typewriter text in a dialogue box?,/discuss/topic/344695/,1,114
20881,My script for my gaming project doesn't work,/discuss/topic/294396/,5,114
18286,walk cycles,/discuss/topic/313538/,1,114
27038,Sprites fall through ground,/discuss/topic/247678/,1,114
31396,Trump Kombat,/discuss/topic/220362/,1,114
19558,[Help Wanted!] Ant-Mario Concept,/discuss/topic/301237/,3,114
35315,I need help with a project?,/discuss/topic/198329/,1,114
14226,Need help with my game!,/discuss/topic/346227/,2,114
18217,walk cycles,/discuss/topic/313538/,1,114
21118,how do you share,/discuss/topic/292807/,2,114
16847,Need help with study game,/discuss/topic/322381/,4,114
15552,How to export a song on scratch 3.0,/discuss/topic/337293/,2,114
15569,Hit-boxes,/discuss/topic/337693/,4,114
30650,Players list,/discuss/topic/224890/,1,114
15555,Sprites Falling WAY Too Frequently,/discuss/topic/338160/,5,114
17562,If facing?,/discuss/topic/318296/,1,114
9466,Oh boy.,/discuss/topic/380268/,6,114
17721,aide pour la finition ou la modification de mon projet beat'them all,/discuss/topic/317266/,1,114
23386,HELP !!!!,/discuss/topic/279768/,1,114
30093,"Exquisite corpse"" storytelling project: STRINGS TO ACTUAL WRITTEN TEXT",/discuss/topic/228093/,2,114
15582,I'm working on a Site for my games. How Do I...,/discuss/topic/337591/,2,114
20719,I need help with hitting walls...,/discuss/topic/295388/,0,114
19024,Otter Pop Meme Problem (almost fixed),/discuss/topic/304979/,2,114
35474,Can I test cloud variables with one account?,/discuss/topic/197592/,2,114
23734,My game won't end properly help!!!,/discuss/topic/277621/,1,113
16176,Help with more blocks and cloning,/discuss/topic/325974/,3,113
25077,Multiple attacks,/discuss/topic/267797/,3,113
21258,BlurrySprites!!! FIX!??!,/discuss/topic/291799/,4,113
34549,scratch math,/discuss/topic/202082/,1,113
17575,Coding,/discuss/topic/318201/,2,113
12052,3D Forest with clones,/discuss/topic/366703/,3,113
38652,HELP!!!,/discuss/topic/179671/,2,113
21100,Can I put text into color blocks?,/discuss/topic/292963/,3,113
15088,How to make that a new word appere with a new costume or caracter?,/discuss/topic/341205/,2,113
10501,Help with Scripts!☑️,/discuss/topic/375691/,6,113
31738,Need help with my mathmatical operators project,/discuss/topic/218327/,1,113
24124,if/then blocks- a little help!,/discuss/topic/274764/,1,113
27489,Help with costume cycles?,/discuss/topic/244141/,3,113
36615,Lots of pixel art!,/discuss/topic/191179/,2,113
8847,Cloud Game- Become Invisible to Other Players,/discuss/topic/383410/,3,113
23326,a,/discuss/topic/280179/,3,113
31010,How to make a sprite stay while growing,/discuss/topic/222664/,1,113
12596,Clothes on doll,/discuss/topic/356651/,5,113
15959,Removed Scratch Blocks,/discuss/topic/331848/,3,113
19164,Moving backdrop,/discuss/topic/304028/,2,113
352,advanced number renderer,/discuss/topic/430210/,13,113
26321,Saving towers,/discuss/topic/252538/,3,113
31057,How to make a sprite stay while growing,/discuss/topic/222664/,1,113
13831,Questions about scripts,/discuss/topic/348093/,4,113
16240,Cloud Variables acting as Local,/discuss/topic/325882/,2,113
20205,how do you make a scrolling platformer?,/discuss/topic/298400/,6,113
21854,Problem with variable length,/discuss/topic/288193/,1,113
18106,Setting Variable to minus another variable,/discuss/topic/314135/,3,113
14085,My script stops running past Level 2!?,/discuss/topic/346833/,3,113
16454,change costumes on the move!,/discuss/topic/324705/,3,113
21874,Need some help to apply a script on all my sprites,/discuss/topic/288025/,2,113
16247,Help with more blocks and cloning,/discuss/topic/325974/,3,113
186,lag free raycaster with entities,/discuss/topic/399064/,10,113
495,Grid snapping while scrolling,/discuss/topic/318895/,3,113
17544,coding,/discuss/topic/318448/,1,113
16453,AI's Gravity,/discuss/topic/324642/,5,113
26252,I made a castle defense game but I have issues.,/discuss/topic/252999/,1,113
32284,Jumping Glitch,/discuss/topic/214945/,3,113
17881,Layers,/discuss/topic/316209/,2,113
10412,Gravity/Slope,/discuss/topic/376085/,1,113
21917,Problem with variable length,/discuss/topic/288193/,1,113
20460,Costume Change,/discuss/topic/296359/,3,113
24593,Moving to a point halfway between two sprites.,/discuss/topic/271246/,3,113
26145,"If i make a game were each person has their own profile, how do i allow cloud data to allow other people to view your profile, etc.",/discuss/topic/254511/,2,113
13650,broken clicker game upgrade,/discuss/topic/350017/,4,113
11379,Help with a video recorder,/discuss/topic/370659/,4,113
28077,How do I make my maze stop moving?,/discuss/topic/240425/,1,113
27634,Pen,/discuss/topic/243504/,3,113
11369,Ground Not Working,/discuss/topic/371064/,2,113
15233,Möbius strips,/discuss/topic/340163/,3,113
10884,Drag problem,/discuss/topic/372794/,5,113
16714,Multiple pens at once,/discuss/topic/322932/,2,113
10287,Mp4 stuff,/discuss/topic/376564/,5,113
9448,Variable increments,/discuss/topic/380076/,9,113
21501,How do you add damage?,/discuss/topic/290629/,2,113
18237,Sound automatically gets OUT of sync.,/discuss/topic/313841/,2,113
11260,I NEED HELP ON CODE!,/discuss/topic/371266/,3,113
19095,Making a sprite go left to right constantly,/discuss/topic/304477/,1,113
13445,Game control scheme problem (Left turn lock-up),/discuss/topic/351264/,3,113
10228,How do you make your sprites jump over obsticals?,/discuss/topic/376984/,7,113
16299,cloud chat script,/discuss/topic/325445/,3,113
47808,help,/discuss/topic/79966/,1,113
11330,I NEED HELP ON CODE!,/discuss/topic/371266/,3,113
15721,RE; Doing maths quiz,/discuss/topic/337078/,4,113
13155,flip game,/discuss/topic/352908/,2,113
26779,Help with Rubberbanding Sprites When Scrolling,/discuss/topic/249370/,2,113
4925,Typewriter effect working too fast!,/discuss/topic/403188/,6,113
11447,Help with a video recorder,/discuss/topic/370659/,4,113
10888,Need help with a project,/discuss/topic/373640/,7,113
14236,Broadcasting messages (this might be a dumb question),/discuss/topic/346012/,6,113
17769,Message Blocks,/discuss/topic/316815/,4,113
12682,"Use ""Enter key"" as mousekey input??",/discuss/topic/356046/,2,113
33464,"Trouble with broadcast and wait, or broadcast",/discuss/topic/207365/,3,113
9496,"""Magnetic Field""????",/discuss/topic/380120/,10,113
10568,How to make a sprite show up for 5 seconds then disappear?,/discuss/topic/375084/,5,113
17750,"Creating a ""shooting function""",/discuss/topic/317097/,3,113
19012,weird peoblem with clones not appearing on second/third time meant to,/discuss/topic/305015/,2,113
18641,Trying To Make A Flappy Bird (ish) game with obsicles but cant clone them right,/discuss/topic/307638/,3,113
11837,My lip sync engine is not working!,/discuss/topic/368267/,4,113
18784,Backdrops won't switch,/discuss/topic/306802/,2,113
16378,Help me mane a good game,/discuss/topic/325139/,3,113
10399,"How to make a block that detects if ""any"" item in a list is being used",/discuss/topic/376016/,3,113
21191,Playing Music At Certain Points On A Project,/discuss/topic/292256/,3,113
17814,Layers,/discuss/topic/316209/,2,113
35452,How we can do 10! in scratch?,/discuss/topic/197747/,3,113
6601,How can you measure the velocity of your mouse pointer?,/discuss/topic/394467/,6,113
19938,Mathimatical Collision Detection: how do I do ^2?,/discuss/topic/299835/,2,113
13269,Pause the game while a Shop is open,/discuss/topic/352371/,3,113
19080,Wholenumbers help!,/discuss/topic/304602/,4,113
23270,scoring variab;e,/discuss/topic/280571/,1,113
19973,How do you do a signature?,/discuss/topic/299495/,2,113
38544,pen text,/discuss/topic/180370/,2,113
35378,help,/discuss/topic/198064/,2,113
12423,How to make an enemy shoot?,/discuss/topic/357852/,5,113
4882,Typewriter effect working too fast!,/discuss/topic/403188/,6,113
12897,Saving system,/discuss/topic/354664/,4,113
29062,sound issue,/discuss/topic/234788/,2,113
25399,Cloud,/discuss/topic/265512/,2,113
15630,FUndmentils for a clicker game,/discuss/topic/337641/,2,113
9275,the (and) operator block does not work,/discuss/topic/381313/,6,113
28737,Randomisation not working!,/discuss/topic/236673/,1,113
11856,"Create life in the form of heart-shaped Sprites, instead of New Variable?",/discuss/topic/365848/,3,113
24839,I need help with my project (one of the code is not working...),/discuss/topic/269648/,3,113
18189,Setting Variable to minus another variable,/discuss/topic/314135/,3,113
29322,script isn't working.,/discuss/topic/233180/,1,113
43801,how do you make (almost) no global variblals in a multiplayer project,/discuss/topic/129618/,1,113
4052,Help with making a timer with sprites,/discuss/topic/407465/,7,113
23964,"""And"" block not working.",/discuss/topic/276149/,3,113
26888,I need help with shortening/abbreviation numbers.,/discuss/topic/248578/,1,113
12087,Anyone to fix this?,/discuss/topic/366256/,3,113
39106,Need help with zombie shooter (again),/discuss/topic/177364/,2,113
27540,Help with costume cycles?,/discuss/topic/244141/,3,113
27698,How to make the lives change by only 1,/discuss/topic/243141/,2,113
36244,Asking to curate,/discuss/topic/193270/,2,113
37679,+ fun without - effect,/discuss/topic/185154/,2,113
32224,Cloud lists,/discuss/topic/215390/,3,113
24082,"Cloud variable for determining master and slaves in MP games, please help",/discuss/topic/275038/,0,113
13215,Pause the game while a Shop is open,/discuss/topic/352371/,3,113
25203,Very slow items,/discuss/topic/266802/,3,113
16621,Broadcasts not working,/discuss/topic/323671/,4,113
36120,Making it Sense Capitals + Decryption,/discuss/topic/193836/,2,113
9601,Help with undertale battle engine.,/discuss/topic/379106/,7,113
12064,lists,/discuss/topic/366670/,1,113
23022,Copyrights and Artwork,/discuss/topic/282202/,1,113
36169,Asking to curate,/discuss/topic/193270/,2,113
20592,"I need help with my game, again.....",/discuss/topic/296107/,1,113
21415,"unexpected sand ""ghost""/faint clones before the real clones land",/discuss/topic/291053/,4,113
39135,Problem with editing lists?,/discuss/topic/177203/,1,113
8809,Timer help,/discuss/topic/383811/,4,113
17462,Rouge-Like game,/discuss/topic/318894/,2,113
18950,Otter Pop Meme Problem (almost fixed),/discuss/topic/304979/,2,113
31549,How do I make a sprite not use all of his costumes?,/discuss/topic/219488/,1,113
36095,Need help with cloud Username Saver,/discuss/topic/193997/,2,113
10969,How to test if two clones are touching each other,/discuss/topic/373314/,5,113
17456,Need some help with this concept.,/discuss/topic/318978/,1,113
10170,"X and Y position of a sprite's clone, in broadcast reception code, do not seem to update (?)",/discuss/topic/377264/,7,113
23172,Sprite not hiding?,/discuss/topic/281258/,4,113
33448,HELP ME WITH THIS SCRIPT PLS!!!!!!!!!,/discuss/topic/207621/,2,113
12496,How to change each item in list by -1 every second?,/discuss/topic/357534/,3,113
28491,Cloud Save and Load,/discuss/topic/237907/,2,113
9427,"""Magnetic Field""????",/discuss/topic/380120/,10,113
14698,How to hide a stamp when you switch to a different backdrop,/discuss/topic/343646/,4,113
31668,"Variable - points turning in to multiple, not just one per sprite.",/discuss/topic/218750/,1,113
20523,Costume Change,/discuss/topic/296359/,3,113
39926,HOW I CAN DO MULTIPLAYER GAME,/discuss/topic/172761/,0,113
17840,THREAD NEEDS CLOSING PLZ - SOLVED,/discuss/topic/316430/,1,113
18214,How do you make collision detection with wall jumping?,/discuss/topic/313544/,2,113
37644,help!,/discuss/topic/185302/,1,113
20109,Project Pages,/discuss/topic/298900/,1,113
37013,4 Direction Platforming Script,/discuss/topic/188944/,1,113
15105,Bugs and glitches in my projects,/discuss/topic/341163/,3,113
11766,My lip sync engine is not working!,/discuss/topic/368267/,4,113
21315,New to scratch,/discuss/topic/291491/,2,113
17339,Is there any way to overlay a static effect while still detecting color?,/discuss/topic/319727/,2,113
22366,SCRIPTS SUDDENLY STOP WORKING,/discuss/topic/285743/,2,113
16796,delete background,/discuss/topic/322651/,3,113
16973,Clone issues,/discuss/topic/321797/,7,113
27815,Help with making a scrolling platformer. PLEASE HELP!!,/discuss/topic/242047/,3,113
27256,Item being in inventory.,/discuss/topic/245843/,2,113
14603,Old project of mine won't work properly anymore,/discuss/topic/344086/,7,113
33447,Descargar,/discuss/topic/207602/,1,113
20795,How do I make the game end when you reach a certain number of points?,/discuss/topic/294943/,2,113
42572,Help needed on animation,/discuss/topic/144660/,1,113
21582,Online Multiplayer?,/discuss/topic/290014/,1,113
26710,Requesting Help With Game,/discuss/topic/249951/,2,113
25136,Someone please help me fix this,/discuss/topic/267329/,1,113
14078,GIFs to slow,/discuss/topic/347104/,4,113
36353,Text Engine not working!,/discuss/topic/192632/,1,112
20898,Script,/discuss/topic/294321/,2,112
18568,Lag in Scratch 1.4,/discuss/topic/309555/,5,112
17297,Help me with my game?,/discuss/topic/319964/,2,112
29858,I need help with gravity,/discuss/topic/229293/,1,112
20053,Cloud data,/discuss/topic/299196/,3,112
33877,Learning AI help,/discuss/topic/205262/,3,112
34462,saveing projects,/discuss/topic/202280/,2,112
19971,"How do I get my sprite to treat another sprite (line, used as a platform) as a solid object, as opposed to passing through it?",/discuss/topic/299559/,2,112
17555,start buttons,/discuss/topic/318360/,2,112
25276,fibonacci,/discuss/topic/266321/,1,112
12603,How to make your games better! And coding for starters!,/discuss/topic/356638/,5,112
23524,"If I miss a certain amount of coins in the current level, the future levels will  multiply points once coins are touched, by said amount (STILL UNRESOLVED)",/discuss/topic/278954/,2,112
29236,Help,/discuss/topic/233679/,6,112
16982,help,/discuss/topic/321744/,5,112
27329,Classement,/discuss/topic/245422/,1,112
38577,Saving,/discuss/topic/180203/,1,112
35468,Is it possible to slow down sounds in projects?,/discuss/topic/197480/,2,112
20113,How do you make lists?,/discuss/topic/298867/,3,112
20944,Drawing with Vector,/discuss/topic/294042/,4,112
18580,Clones and Stamps,/discuss/topic/309132/,2,112
22298,"""Touching color ()?"" block interfering with sprite collision",/discuss/topic/286059/,4,112
33904,How do you limit a key to be functional only later on?,/discuss/topic/205016/,3,112
36383,Help!,/discuss/topic/192482/,2,112
12726,Music Notes,/discuss/topic/355804/,3,112
20002,New and need help,/discuss/topic/299403/,4,112
37720,I need some help,/discuss/topic/184946/,3,112
37703,HELP! I am not sure if I am having an issue with my gaming script or is it buggy.,/discuss/topic/184991/,2,112
20191,How do i turn of webcam mode on my project?,/discuss/topic/298475/,1,112
29933,I need help with gravity,/discuss/topic/229293/,1,112
12678,{Repeat until <>} loop,/discuss/topic/356025/,3,112
27140,Help with bounce script,/discuss/topic/247012/,2,112
16935,Help with Platform Games?,/discuss/topic/321774/,4,112
43696,Testing area,/discuss/topic/130862/,1,112
25323,Wall Collision Help,/discuss/topic/266022/,1,112
10135,[HELP!!] I need help on an on/off clicked script,/discuss/topic/377391/,5,112
6021,i need help with exchanging letters into numbers,/discuss/topic/397022/,9,112
15575,FUndmentils for a clicker game,/discuss/topic/337641/,2,112
8791,How to make a saving system without cloud data?,/discuss/topic/378092/,3,112
27108,Questions!!!,/discuss/topic/247095/,6,112
38600,Music not playing,/discuss/topic/180032/,3,112
18704,Collision not registering,/discuss/topic/307149/,4,112
11103,When sprites collide you loose a point,/discuss/topic/372402/,6,112
38575,Hunger Variable,/discuss/topic/180207/,1,112
7464,NEED HELP FOR A SCHOOL PROJECT!!!!!!!!!!!!!!!!!!,/discuss/topic/389626/,7,112
22419,Sprite Doesn't Appear,/discuss/topic/285484/,2,112
23565,how to add lives? someone please help,/discuss/topic/278365/,2,112
14652,Damage Drop Off For Explosions,/discuss/topic/343827/,3,112
22581,Costume Number Block Not Working,/discuss/topic/284607/,1,112
25069,Clones shooting Projectile Clones,/discuss/topic/267818/,4,112
6968,rhythm game wont treat clones the same as the spawner of said clones (yuugen),/discuss/topic/389508/,7,112
35160,Platformer,/discuss/topic/199070/,1,112
32604,PLEASE. I need Immediate HELP!,/discuss/topic/212585/,2,112
17524,Coding,/discuss/topic/318201/,2,112
39499,Scrolling!!!,/discuss/topic/175013/,1,112
8206,Bloczki,/discuss/topic/386424/,3,112
20552,copy and [paste png file in browser why not working?,/discuss/topic/296369/,1,112
15169,Extensions,/discuss/topic/340593/,5,112
14868,Would you be able to separate a variable out of it's data?,/discuss/topic/342420/,4,112
23789,Script for detecting New Scratchers and Scratchers,/discuss/topic/276857/,1,112
14599,How do you make gravity in a platform game?,/discuss/topic/344130/,3,112
34445,Position Detection,/discuss/topic/202250/,1,112
26728,Need help with score scripts.,/discuss/topic/249772/,1,112
40629,HELP ME!!!!!!!!!!!!!!!!!!!!!!!!!!!! (agian),/discuss/topic/168327/,2,112
12640,Hiding Scroller Items,/discuss/topic/356382/,2,112
30770,"Character glitching, please help?",/discuss/topic/224240/,1,112
36983,cloud multiplayer,/discuss/topic/189134/,1,112
21772,I want to make a casual cloud chat lounge. could you help me?,/discuss/topic/288996/,3,112
24094,Sprites?,/discuss/topic/274932/,6,112
8185,I need help with a game script!,/discuss/topic/380144/,5,112
24016,Shakey Screen?,/discuss/topic/275750/,2,112
31478,Moving picture,/discuss/topic/219863/,3,112
4177,Delays in sound and scores,/discuss/topic/406882/,8,112
15754,Cant jump,/discuss/topic/336796/,3,112
26349,Help me,/discuss/topic/252003/,3,112
34504,Position Detection,/discuss/topic/202250/,1,112
32181,LAG,/discuss/topic/215664/,3,112
21829,Audio visualizer,/discuss/topic/288661/,0,112
8143,I need help with a game script!,/discuss/topic/380144/,5,112
26305,funny,/discuss/topic/252684/,1,112
40662,need help with sprite script costumes fast help!!,/discuss/topic/167841/,3,112
17457,Music [UPDATE],/discuss/topic/318616/,3,112
16759,Not As Specific Glide Block?,/discuss/topic/322864/,6,112
20772,Help with game,/discuss/topic/295066/,4,112
17504,start buttons,/discuss/topic/318360/,2,112
31486,HALP MEH,/discuss/topic/219836/,2,112
17085,my score stops working when my game gets too fast.,/discuss/topic/321184/,2,112
21607,physics rotation and gravity help,/discuss/topic/289936/,3,112
24752,The text,/discuss/topic/270121/,2,112
27732,Tips,/discuss/topic/241170/,3,112
23058,Falling bug (Need help),/discuss/topic/281948/,5,112
19448,Walking Animation Broken,/discuss/topic/302307/,3,112
18185,New to coding...seeking help with a boot camp project,/discuss/topic/314163/,2,112
37900,Need help fixing,/discuss/topic/183956/,1,112
10362,Multiple clones with different functions.,/discuss/topic/376274/,4,112
29323,PICTURES,/discuss/topic/233159/,3,112
26689,Need help with score scripts.,/discuss/topic/249772/,1,112
18520,I need help with making a script for this formula.,/discuss/topic/310805/,2,112
34953,Colisions/Physics,/discuss/topic/199962/,2,112
31584,How I coded the game to count wrong,/discuss/topic/219287/,3,112
26599,salve si è creato un bug con gli stage,/discuss/topic/250716/,3,112
17132,Clones not being created all the time,/discuss/topic/320921/,2,112
33392,In blocks ?,/discuss/topic/207876/,2,112
30701,Sound issues,/discuss/topic/224577/,1,112
26519,salve si è creato un bug con gli stage,/discuss/topic/250716/,3,112
20579,changing a variable,/discuss/topic/296243/,1,112
140,lag free raycaster with entities,/discuss/topic/399064/,10,112
13795,Defining right and left click of a mouse,/discuss/topic/348839/,3,112
9605,How do I decect a space in a answer?,/discuss/topic/378140/,5,112
17712,Probability issue,/discuss/topic/317307/,2,112
27668,How do you make a 3D game?,/discuss/topic/243295/,2,112
20487,copy and [paste png file in browser why not working?,/discuss/topic/296369/,1,112
29306,Scripts not working,/discuss/topic/233253/,4,112
37057,Music?,/discuss/topic/188671/,2,112
11882,How to use Coding,/discuss/topic/368003/,4,112
26099,Game Help (Will Credit),/discuss/topic/256143/,2,112
8630,Cloud variable reset,/discuss/topic/384588/,3,112
24927,How do you add gravity to your platform game?,/discuss/topic/268975/,1,112
38990,stuff,/discuss/topic/177898/,2,112
